isbn,genre
0399162593,fiction
0399162593,young-adult
0399162593,contemporary
125001980X,fiction
125001980X,fantasy
125001980X,romance
125001980X,chick-lit
125001980X,contemporary
125001980X,paranormal
0062327186,young-adult
0062327186,contemporary
0062327186,romance
0062327186,fiction
0062327186,chick-lit
0316221333,young-adult
0316221333,contemporary
0316221333,fiction
0062224077,fantasy
0062224077,fiction
0062224077,young-adult
0062224077,science-fiction
0689856407,young-adult
0689856407,historical-fiction
0689856407,fiction
0345452003,fiction
0345452003,contemporary
0345452003,romance
0345452003,classic
1401322786,fiction
1401322786,fantasy
1401322786,contemporary
1401322786,science-fiction
0385751060,historical-fiction
0385751060,fiction
0385751060,young-adult
0385751060,classic
1406350486,young-adult
1406350486,science-fiction
1406350486,fiction
1406350486,fantasy
1406350486,mystery
1406350486,contemporary
0451212452,fiction
0451212452,contemporary
0451212452,mystery
0451212452,crime
0451212452,romance
0451212452,thriller
0451212452,young-adult
0451212452,suspense
0451212452,chick-lit
052542914X,fiction
052542914X,contemporary
0374280967,fiction
0374280967,contemporary
1250059305,young-adult
1250059305,romance
1250059305,contemporary
1250059305,fiction
1250059305,fantasy
0330425781,young-adult
0330425781,contemporary
0330425781,romance
0330425781,fiction
0330425781,art
0061187844,fiction
0061187844,contemporary
0061187844,romance
0385611072,fantasy
0385611072,young-adult
0385611072,fiction
0385342942,historical-fiction
0385342942,fiction
0385342942,history
0385342942,romance
0385342942,chick-lit
0385342942,mystery
0385342942,young-adult
0446694533,fiction
0446694533,contemporary
0446694533,chick-lit
0446694533,romance
006001234X,fantasy
006001234X,fiction
006001234X,young-adult
1476791457,romance
1476791457,contemporary
1476791457,fiction
1476791457,young-adult
1476791457,chick-lit
0670070297,young-adult
0670070297,contemporary
0670070297,fiction
0670070297,mystery
0670070297,romance
1594204993,fiction
1594204993,historical-fiction
1594204993,contemporary
038561926X,fantasy
038561926X,fiction
038561926X,mystery
038561926X,crime
1501126229,fiction
1501126229,contemporary
1501126229,fantasy
1501126229,memoir
0886774268,fantasy
0886774268,fiction
0886774268,romance
0886774268,young-adult
0886773784,fantasy
0886773784,fiction
0886773784,young-adult
0886773784,romance
0886773776,fantasy
0886773776,fiction
0886773776,young-adult
0886773776,romance
0886774632,fantasy
0886774632,fiction
0886774632,romance
0886774632,young-adult
0886773520,fantasy
0886773520,fiction
0886773520,romance
0886773520,young-adult
0786930705,fantasy
0786930705,fiction
0786930705,young-adult
1932796789,fantasy
1932796789,fiction
1932796789,young-adult
0786931582,fantasy
0786931582,fiction
0786932171,fantasy
0786932171,fiction
0786933887,fantasy
0786933887,fiction
015204566X,fantasy
015204566X,young-adult
015204566X,fiction
141692499X,fantasy
141692499X,science-fiction
141692499X,young-adult
141692499X,fiction
0441328091,fantasy
0441328091,young-adult
0441328091,fiction
0441328091,romance
0142501522,fantasy
0142501522,fiction
0142501522,young-adult
0142401447,fantasy
0142401447,fiction
0142401447,young-adult
0441006108,fantasy
0441006108,fiction
0441006108,young-adult
0441005764,fantasy
0441005764,fiction
0441005764,young-adult
0441005764,classic
0142302392,fantasy
0142302392,fiction
0142302392,young-adult
1852864982,graphic-novels
1852864982,comic
1852864982,fantasy
1852864982,fiction
1852864982,horror
1594204217,nonfiction
1594204217,science
1594204217,history
1594204217,cookbook
1594204217,memoir
1594204217,philosophy
1594204217,contemporary
0140086838,fiction
0140086838,classic
0140086838,historical-fiction
0671725823,music
0671725823,biography
0671725823,nonfiction
0671725823,memoir
0671725823,history
0571225365,fiction
0571225365,historical-fiction
1607066920,comic
1607066920,science-fiction
1607066920,fiction
1607066920,romance
1607066920,graphic-novels
1401201180,graphic-novels
1401201180,comic
1401201180,fiction
1401201180,fantasy
1401201180,historical-fiction
1401201180,science-fiction
1401201180,horror
1563898586,graphic-novels
1563898586,comic
1563898586,fantasy
1563898586,fiction
1563898586,science-fiction
1563898586,historical-fiction
1607066017,graphic-novels
1607066017,comic
1607066017,fantasy
1607066017,science-fiction
1607066017,fiction
1607066017,romance
0679733736,philosophy
0679733736,nonfiction
0679733736,classic
0060817321,memoir
0060817321,nonfiction
0060817321,biography
0060817321,contemporary
0684843269,poetry
0684843269,fiction
0684843269,classic
2839906171,business
2839906171,nonfiction
2839906171,self-help
0689860064,fantasy
0689860064,science-fiction
0689860064,fiction
0689860064,young-adult
0689860072,fantasy
0689860072,science-fiction
0689860072,fiction
0689860072,young-adult
076536543X,fantasy
076536543X,fiction
076536543X,science-fiction
0886774004,fantasy
0886774004,fiction
0886774004,young-adult
0886774004,romance
0451464397,fantasy
0451464397,fiction
0451464397,paranormal
0451464397,mystery
0451466802,fantasy
0451466802,fiction
0451466802,science-fiction
1477823832,fantasy
1477823832,young-adult
1477823832,fiction
1477823832,romance
1477823832,historical-fiction
1477823832,paranormal
0316134074,fantasy
0316134074,young-adult
0316134074,romance
0316134074,paranormal
0316134074,fiction
0886774012,fantasy
0886774012,fiction
0886774012,romance
0886774012,young-adult
1416971777,young-adult
1416971777,fantasy
1416971777,science-fiction
1416971777,historical-fiction
1416971777,fiction
1416971777,romance
0765326361,fantasy
0765326361,fiction
1490904387,science-fiction
1490904387,fiction
1490904387,fantasy
0544272994,nonfiction
0544272994,science
0544272994,comic
0553805487,fiction
0553805487,fantasy
0553805487,romance
0553805487,chick-lit
0553805487,contemporary
0553805487,paranormal
0007256752,fantasy
0007256752,historical-fiction
0007256752,fiction
0316133973,fantasy
0316133973,young-adult
0316133973,romance
0316133973,paranormal
0316133973,fiction
0307463745,business
0307463745,nonfiction
0307463745,self-help
1594487588,romance
1594487588,fiction
1594487588,fantasy
1594487588,young-adult
1594487588,historical-fiction
1594487588,chick-lit
1594487588,paranormal
1594487588,contemporary
1594487294,fiction
1594487294,contemporary
1594487294,business
0060824972,fantasy
0060824972,young-adult
0060824972,fiction
0060824972,historical-fiction
0765378558,fantasy
0765378558,fiction
0765378558,mystery
1453688935,fantasy
1453688935,young-adult
1453688935,paranormal
1453688935,romance
1453688935,fiction
045146365X,fantasy
045146365X,fiction
045146365X,mystery
045146365X,paranormal
039925644X,historical-fiction
039925644X,young-adult
039925644X,fiction
0810959259,fantasy
0810959259,mystery
0810959259,fiction
0810959259,young-adult
0425256766,fantasy
0425256766,paranormal
0425256766,romance
0425256766,fiction
0810993236,fantasy
0810993236,mystery
0810993236,fiction
0810993236,young-adult
1423121317,young-adult
1423121317,fantasy
1423121317,paranormal
1423121317,romance
1423121325,young-adult
1423121325,fantasy
1423121325,paranormal
1423121325,romance
0810949148,fantasy
0810949148,mystery
0810949148,fiction
0810949148,young-adult
0062413864,mystery
0062413864,fiction
0062413864,thriller
0062413864,suspense
0062413864,crime
0062413864,contemporary
0743497295,mystery
0743497295,fiction
0743497295,suspense
0743497295,thriller
0743497295,crime
0743497295,contemporary
1606412388,fantasy
1606412388,young-adult
1606412388,fiction
1423121309,young-adult
1423121309,fantasy
1423121309,paranormal
1423121309,romance
0545040604,young-adult
0545040604,romance
0545040604,chick-lit
0545040604,science-fiction
0545040604,contemporary
0545040604,fiction
0545040604,mystery
0545040604,fantasy
0545040566,young-adult
0545040566,romance
0545040566,chick-lit
0545040566,science-fiction
0545040566,contemporary
0545040566,fiction
0545040566,mystery
0545040566,fantasy
0062392174,young-adult
0062392174,romance
0062392174,fantasy
0062392174,fiction
0062392174,science-fiction
0062392174,chick-lit
0143116231,nonfiction
0143116231,memoir
0143116231,history
0143116231,biography
1414339364,memoir
1414339364,nonfiction
1414339364,biography
1414339364,religion
1414339364,christian
1414339364,spirituality
1414339364,history
1414339364,book
1414339364,contemporary
0062318322,young-adult
0062318322,romance
0062318322,fantasy
0062318322,fiction
0062318322,science-fiction
145165801X,young-adult
145165801X,romance
145165801X,contemporary
145165801X,chick-lit
145165801X,fiction
1101983795,nonfiction
1101983795,memoir
1101983795,biography
0345532740,fiction
0345532740,chick-lit
0345532740,contemporary
0345532740,romance
0545040523,young-adult
0545040523,romance
0545040523,chick-lit
0545040523,contemporary
0545040523,fiction
0545040523,science-fiction
0545040523,fantasy
0545040523,mystery
1501115065,fiction
1501115065,contemporary
1501115065,fantasy
0553588249,horror
0553588249,fiction
0553588249,thriller
0553588249,mystery
0553588249,suspense
0553588249,fantasy
0553588249,paranormal
0007284977,chick-lit
0007284977,fiction
0007284977,romance
0007284977,contemporary
0007284977,fantasy
0670061050,young-adult
0670061050,romance
0670061050,contemporary
0670061050,fiction
0670061050,chick-lit
0670061050,music
031620157X,fantasy
031620157X,fiction
031620157X,young-adult
1595540350,fantasy
1595540350,fiction
1595540350,christian
1595540350,thriller
1595540350,science-fiction
1595540350,suspense
1590387422,fantasy
1590387422,young-adult
1590387422,fiction
1590388984,fantasy
1590388984,young-adult
1590388984,fiction
081091610X,fantasy
081091610X,mystery
081091610X,fiction
081091610X,young-adult
0061477958,fantasy
0061477958,young-adult
0061477958,fiction
0805080503,fantasy
0805080503,young-adult
0805080503,fiction
0805080503,classic
0061992259,fiction
0061992259,young-adult
0061992259,fantasy
1481426303,fantasy
1481426303,young-adult
1481426303,romance
1481426303,paranormal
1481426303,fiction
1595540210,fantasy
1595540210,fiction
1595540210,christian
1595540210,thriller
1595540210,science-fiction
1595540210,mystery
1595540210,suspense
006112429X,fiction
006112429X,contemporary
006112429X,thriller
006112429X,horror
006112429X,crime
006112429X,psychology
1590385810,fantasy
1590385810,young-adult
1590385810,fiction
0439474299,fantasy
0439474299,young-adult
0439474299,fiction
0439474299,mystery
006441034X,fantasy
006441034X,young-adult
006441034X,fiction
006441034X,romance
006441034X,classic
1595540547,fiction
1595540547,christian
1595540547,contemporary
0062244752,fiction
0062244752,historical-fiction
0062244752,contemporary
1606410423,fantasy
1606410423,young-adult
1606410423,fiction
0064473457,fantasy
0064473457,young-adult
0064473457,fiction
0064473457,romance
0312374976,mystery
0312374976,thriller
0312374976,fiction
0312374976,crime
0312374976,suspense
067001088X,young-adult
067001088X,romance
067001088X,contemporary
067001088X,fiction
067001088X,chick-lit
080508052X,fantasy
080508052X,young-adult
080508052X,fiction
080508052X,classic
0316058254,young-adult
0316058254,fiction
0316058254,contemporary
0545654742,young-adult
0545654742,mystery
0545654742,contemporary
0545654742,fiction
0545654742,thriller
0385342322,mystery
0385342322,fiction
0385342322,historical-fiction
0385342322,young-adult
0385342322,crime
0804137250,science-fiction
0804137250,fiction
0804137250,young-adult
0804137250,fantasy
0545310032,fantasy
0545310032,fiction
0545310032,young-adult
0545310032,mystery
0545310032,contemporary
1608196259,romance
1608196259,fiction
1608196259,mystery
1608196259,chick-lit
1608196259,contemporary
1608196259,historical-fiction
1608196259,young-adult
1608196259,fantasy
1608196259,suspense
1608196259,book
1595540342,fantasy
1595540342,fiction
1595540342,christian
1595540342,thriller
1595540342,science-fiction
1595540342,suspense
1595540342,mystery
0312364423,fiction
0312364423,chick-lit
0312364423,romance
0312364423,contemporary
0553280511,classic
0553280511,fiction
0553280511,romance
0553280511,historical-fiction
0553280511,young-adult
0671728687,history
0671728687,nonfiction
0736421866,fiction
0736421866,classic
0736421866,fantasy
0736421971,fantasy
0736421971,classic
0736421971,fiction
0736421971,romance
0736421971,book
0736421971,history
0736420959,fiction
0736420959,fantasy
0736420959,classic
0736420959,book
0736420959,comic
0399154094,fiction
0399154094,chick-lit
0399154094,contemporary
0399154094,romance
0316099783,fiction
0316099783,chick-lit
0316099783,romance
0316099783,contemporary
0140065172,fiction
0140065172,classic
0140065172,contemporary
0140065172,psychology
0140065172,young-adult
0441014011,science-fiction
0441014011,fiction
0440910811,young-adult
0440910811,fiction
0440910811,fantasy
0440910811,romance
0440910811,science-fiction
0440910811,classic
0385721706,nonfiction
0385721706,business
0385721706,psychology
0385721706,science
0385721706,philosophy
0007154615,fiction
0007154615,contemporary
0441012914,horror
0441012914,science-fiction
0441012914,fantasy
0441012914,fiction
0441012914,paranormal
0441012914,thriller
0441012914,comic
0441012914,book
044101173X,science-fiction
044101173X,fiction
044101173X,fantasy
0857662937,science-fiction
0857662937,fiction
0857662937,thriller
0857662937,fantasy
0857662937,science
0857662937,suspense
0553448188,fiction
0553448188,contemporary
0553448188,horror
0060822554,fiction
0060822554,classic
0060822554,romance
0486234118,art
0486234118,nonfiction
0486234118,philosophy
0486234118,spirituality
0486234118,religion
0486234118,classic
0805090037,historical-fiction
0805090037,fiction
0393329402,memoir
0393329402,nonfiction
0393329402,biography
0393329402,poetry
0297869876,nonfiction
0297869876,science
